CODE,NAME,AMOUNT,DATE,REPNAME,MARK,BALANCE
GH10186,MARO PARTS (ABOSSEY OKAI),1415,2023/9/18,AMOAH HILDA,MARO补单,2618
GH10214,TONY’S ENGINE MOUNTINGS,1500,2023/9/12,PRINCE,明天付一半,1090
GH98666,DELPHINA AUTO PARTS (ABOSSEY OKAI),21072.44,2023/8/30,PRINCE,cash today beny,5394.82
GH10973,ALEX AUTO (KUMASI),9614,2023/8/11,KOFI,PAID CASH AND SEND TO STATION,2668
GH98540,ATO AUTOMOBILE(TARKWA),3000,2023/7/31,KUMBALA,mmo and station today,2703
GH10015,YAW NSIAH BATTERY (TECHIMAN),4045,2023/7/14,KUMBALA,pay mmo today and pic kup,4310
GH10396,KOFI LINKS MOTORS,1940,2023/7/5,PRINCE,send to shop and cash tomorrow,2650
GH21345,KEKELI BATTERIES(HOHOE),2200,2023/7/4,BENEDICTA,anthony bank's account,25040
GH98663,RYAN LIBERTY,9075,2023/6/27,PRINCE,5k today rest next week,7595
GH10102,OFORI JONES (AMASAMA),3700,2023/5/26,BENEDICTA,pick up,2462
GH10063,WORSHIP MOTORS (KUMASI),4594,2023/1/30,ENOCH,"PICKUP,GOT THE CASH",601
GH10674,IKE DAN ENT(ABOSSEY OKAI),43400,2022/12/16,AMOAH HILDA,,4019
GH10157,ENO MOTORS (ABOSSEY OKAI),940,2022/12/6,BENY,,4848
GH98598,AZAAM TRADING  AND ENGINEERING SERVICES(TEMALE),31605,2022/12/5,KUMBALA,,8905
GH10934,DERICK WELDING ELECTRODES,500,2022/11/14,PRINCE B,补单，不发货,4193
GH10758,KPABIYA ENTERPRISE(KUMASI),1360,2022/10/28,KOFI,,36258
GH10111,LESLIE AUTOMOBILE (ABOSSEY OKAI),4480,2022/9/19,朱立刚,"GOT CASH,PICKUP",98148.5
GH10130,CASE DIE MOTORS (ABOSSEY OKAI),1156,2022/6/16,BENY,补单，货已发,40867
GH10131,MAKENZY VENTURES(ABOSSEY OKAI),12300,2022/5/17,AMOAH HILDA,,18414.5
